Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
e83b9115-331e-3c30-2b3d-494facf28322,1932-11-21,,999-35-6396,S99921044,X26452336X,Mr.,Wiley422,,Predovic534,,,S,white,nonhispanic,M,Randolph  Massachusetts  US,439 Schneider Trace,Barnstable,Massachusetts,Barnstable County,25001,2672,41.663058966915045,-70.44877650395874,284110.05,330353.62,94364
45f6fe46-ed68-8294-01fb-57f82d5086bc,1943-11-13,2024-02-17,999-54-6063,S99998917,X56588144X,Ms.,Yevette778,Cindy893,Johns824,,,S,white,hispanic,F,Wenham  Massachusetts  US,797 Kshlerin Wall,Quincy,Massachusetts,Norfolk County,25021,2169,42.254342411930544,-71.06051928286382,207765.46,481359.65,31524
fb7c9eef-b820-e8c6-8582-61f3763fa044,1917-07-17,1971-08-22,999-87-8016,S99936408,X8791802X,Ms.,Lise687,Wan724,Stoltenberg489,,,S,white,nonhispanic,F,Stoneham  Massachusetts  US,639 Kovacek Forge,Greenfield,Massachusetts,Franklin County,25011,1301,42.64771327632667,-72.61582398624834,12918.73,622232.16,15382
bcfdca83-206e-96c1-0719-2905f16e8206,1963-11-06,2011-06-17,999-70-2461,S99939762,X10197666X,Mr.,Jasper743,Cleo27,West559,JD,,M,white,nonhispanic,M,Middleborough  Massachusetts  US,657 Klein Meadow Unit 76,Needham,Massachusetts,Norfolk County,25021,2494,42.26025591926701,-71.20300104618725,38814.28,864303.09,710552
3c07be55-a7a8-7afa-b0b5-b75f5905c847,1966-09-09,,999-69-4792,S99954227,X75611949X,Mr.,Guadalupe206,,Veum823,,,M,white,nonhispanic,M,Dedham  Massachusetts  US,1028 Berge Mews,Brookline,Massachusetts,Norfolk County,25017,2467,42.343448485652026,-71.17418778687157,208812.04,146107.71,183242
d5be478f-852b-6b1f-dd65-ed89feed1ef1,1959-11-27,,999-45-5004,S99939905,X54350560X,Mr.,Max124,Billy698,Hintz995,,,D,white,nonhispanic,M,Wareham  Massachusetts  US,506 Reichert Port Apt 19,Millbury,Massachusetts,Worcester County,,0,42.18353063520912,-71.78099445181343,15175.0,269494.13,16028
ff0657af-e792-6c9e-5577-af159442e928,1983-06-01,,999-77-8565,S99928254,X10972675X,Mrs.,Rosana394,Meagan221,Hane680,,Lynch190,D,white,nonhispanic,F,Fall River  Massachusetts  US,287 Schowalter Ville Apt 49,Waltham,Massachusetts,Middlesex County,25017,2451,42.39216816564453,-71.19332836573398,497875.85,244133.81,52607
d7328a6d-2fdd-4fed-80ba-678800cf221c,1977-02-08,,999-33-9260,S99948611,X51416726X,Mr.,Rodolfo763,Bernard308,Ratke343,,,M,white,nonhispanic,M,Arlington  Massachusetts  US,872 Veum Park,Pocasset,Massachusetts,Barnstable County,25001,2559,41.6714727702282,-70.60232023672839,82015.9,111594.98,23984
22db042f-cda0-d532-507a-9242495729fd,1972-04-25,,999-72-1790,S99947682,X88536489X,Mrs.,Anette189,,Walker122,,Sauer652,M,white,nonhispanic,F,Fall River  Massachusetts  US,366 Reynolds Neck Suite 22,North Andover,Massachusetts,Essex County,,0,42.71486610084832,-71.0893923417479,18653.84,894532.59,6748
95f9966f-e339-ceb8-2d44-8664c7be1774,1937-06-19,,999-92-4548,S99950961,X86712998X,Ms.,Rosalie939,Elva122,Bruen238,,,S,white,nonhispanic,F,Taunton  Massachusetts  US,730 Barton Landing Unit 0,Fall River,Massachusetts,Bristol County,25005,2721,41.63032516001134,-71.03851281845985,28735.3,1399858.08,17923
f9461750-68bd-5248-549d-2cff152d51fc,1975-12-13,,999-84-2468,S99914278,X13601108X,Mrs.,Arielle168,Yessenia339,Rice937,,Anderson154,M,white,nonhispanic,F,Braintree  Massachusetts  US,915 Fay Vale Apt 31,Burlington,Massachusetts,Middlesex County,25017,1803,42.54010321109061,-71.22387710960454,442406.48,735550.6,76447
c966e67f-bb88-2d95-7360-976b2269b627,1980-06-27,,999-56-8687,S99962271,X33335893X,Mrs.,Marquetta382,Alycia285,Wiegand701,,Reinger292,D,white,nonhispanic,F,Great Barrington  Massachusetts  US,265 Towne Run,Boston,Massachusetts,Suffolk County,25025,2126,42.40755318393889,-71.00959962342559,880582.53,16463.72,94196
2e39c9ee-0b6c-25a4-45f4-2797e6e6d293,1976-03-12,,999-28-9546,S99980639,X24036535X,Mrs.,Mendy939,Asia282,Pfeffer420,,Wyman904,M,white,nonhispanic,F,Fall River  Massachusetts  US,1075 Bosco Tunnel Unit 63,Norfolk,Massachusetts,Norfolk County,,0,42.08280173079688,-71.30862413695907,291853.51,1022166.81,96462
443de5de-350b-1d0f-eab6-71d59f089af9,1971-07-25,,999-82-5489,S99978026,X33149781X,Mrs.,Ingrid581,Jill895,Greenfelder433,,Cummerata161,M,white,nonhispanic,F,Bliss Corner  Massachusetts  US,234 Beer Arcade Apt 77,Conway,Massachusetts,Franklin County,,0,42.49660851770215,-72.70644253917466,612948.14,37210.77,107305
3cea234c-d958-919d-b516-7d209c036160,1963-09-13,,999-76-6997,S99910250,X86844639X,Mrs.,Irena775,Caron739,Price929,,Bechtelar572,M,white,nonhispanic,F,Northbridge  Massachusetts  US,617 Howell Avenue Unit 69,Salem,Massachusetts,Essex County,25009,1970,42.55899700731317,-70.82611543748595,26024.91,898116.55,16895
8ce6bb80-8e7b-712b-1b27-7a96d9b7891f,1970-05-20,,999-61-9980,S99998418,X11059154X,Mrs.,Rosa195,Guillermina633,Cazares77,,Granados71,D,white,hispanic,F,Portsmouth  Saint John Parish  DM,1084 Kertzmann Camp Apt 58,Worcester,Massachusetts,Worcester County,25027,1602,42.267465293429204,-71.83134542200027,340523.54,258138.75,124231
85a70fc4-7dff-e692-fef0-3d4d8423311d,1943-01-09,2008-05-04,999-47-4423,S99980946,X42493859X,Mrs.,Danette111,Madeleine482,Kuhlman484,,Lakin515,M,black,nonhispanic,F,Medfield  Massachusetts  US,868 Steuber Terrace Suite 46,Milford,Massachusetts,Worcester County,25027,1757,42.17136291711393,-71.51065741159096,1025093.39,550343.13,40643
6e8cda32-70f5-92a3-6ccf-e9ccc99328b9,1971-01-12,,999-84-9075,S99910554,X3394335X,Mr.,Jerónimo599,José María211,Casanova632,,,D,white,hispanic,M,San Salvador  El Salvador  SV,570 Cormier Crossroad,Quincy,Massachusetts,Norfolk County,25021,2170,42.22927224256113,-71.0563652909412,280095.36,35578.32,78968
707d00b2-49ee-d984-82d7-a4975c1a3836,1973-09-18,,999-87-3764,S99921961,X77444764X,Mrs.,Thea616,Brittney657,Dach178,,Jaskolski867,M,white,nonhispanic,F,Chicopee  Massachusetts  US,327 Zboncak Overpass Apt 56,Taunton,Massachusetts,Bristol County,25005,2718,41.90323840915946,-71.13444494578526,851495.58,250397.38,93644
72831384-84b6-903a-7038-1c09d3ac4062,1973-05-29,,999-64-9786,S99948627,X69728741X,Ms.,Nikole56,Kittie678,Ledner144,,,S,white,nonhispanic,F,Boston  Massachusetts  US,187 Hansen Esplanade Unit 87,Westfield,Massachusetts,Hampden County,25013,1086,42.131241484482246,-72.83529857628224,152942.15,66447.38,30055
c1e92279-80b5-69b0-ce71-ffcaf6022e42,1917-11-02,1998-08-24,999-33-3135,S99941943,X89596200X,Mrs.,Lois157,,Swaniawski813,,Bradtke547,M,asian,nonhispanic,F,Chicopee  Massachusetts  US,435 Bergnaum Tunnel,Medford,Massachusetts,Middlesex County,25017,2145,42.45564384512122,-71.12731662152068,1037689.93,1453456.63,68408
24749500-8b56-6f1e-0052-e1d83c6fbb6c,1938-02-08,2021-06-09,999-31-1000,S99929217,X23080854X,Mr.,Trinidad33,,Howell947,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,712 Stracke Passage,North Attleborough,Massachusetts,Bristol County,,0,41.98766580578844,-71.35497252702594,100775.83,1067463.18,72544
1de2188a-7302-db5b-f60c-5134020a9a08,1950-07-06,,999-52-7267,S99915352,X87833148X,Ms.,Babara869,Larissa293,Herman763,,,S,black,nonhispanic,F,Brockton  Massachusetts  US,269 Leannon Mission Unit 0,Duxbury,Massachusetts,Plymouth County,25023,2332,42.02614401142308,-70.69373931601382,130333.82,1156317.88,140768
7d611868-541a-894d-4c71-11b6a866ac58,1989-02-01,,999-18-1828,S99954068,X78709704X,Mr.,Noah480,Issac619,Reichel38,,,D,white,nonhispanic,M,Haverhill  Massachusetts  US,227 Braun Bridge Apt 45,Quincy,Massachusetts,Norfolk County,25021,2170,42.285552412610286,-71.08024625667785,86597.88,0.0,73914
ee7f873d-3535-aca1-d07d-ca90968a37df,1980-09-29,,999-88-7937,S99972385,X65752891X,Mrs.,Lilia791,Latrice352,Simonis280,,Cummerata161,M,white,nonhispanic,F,Taunton  Massachusetts  US,590 Franecki Alley,Princeton,Massachusetts,Worcester County,,0,42.47503931706883,-71.86997265782537,259300.69,583957.08,137293
14d1d1ec-c448-5b15-1232-4e7072af2f9c,1930-08-04,2012-08-05,999-18-4179,S99979783,X21921818X,Mr.,Rickey821,John539,Grimes165,,,D,white,nonhispanic,M,Somerset  Massachusetts  US,489 Smith Ramp Suite 27,Attleboro,Massachusetts,Bristol County,44007,2861,41.90559622882595,-71.25713170510969,98725.93,2665901.03,92932
3a116e6a-aa81-2b1d-0c4b-e2cc23f37a52,1964-06-02,,999-11-4319,S99967820,X54068390X,Mr.,Vincent299,Mason910,Ankunding277,,,M,white,nonhispanic,M,Haverhill  Massachusetts  US,341 Gerlach Gardens Suite 11,Framingham,Massachusetts,Middlesex County,25017,1702,42.321309332181876,-71.48408817806539,163551.54,43791.87,64793
b3cd7428-0762-82e8-10e7-35904d88f4e8,1960-04-02,,999-93-3104,S99937444,X82233231X,Mr.,Orval846,,Rodriguez71,,,W,white,nonhispanic,M,Abington  Massachusetts  US,747 Shanahan Pathway,Medford,Massachusetts,Middlesex County,25017,2145,42.410042996817914,-71.09540035105692,91345.36,165619.29,776187
b5aa8dbc-4627-6eb3-ce51-6df1c939a89c,1984-05-30,,999-74-4275,S99956507,X22761481X,Mr.,Marcel580,Clement78,Veum823,,,D,white,nonhispanic,M,Wilmington  Massachusetts  US,746 Ondricka Route Suite 12,Sutton,Massachusetts,Worcester County,,0,42.11790923222862,-71.7631761549845,442236.03,378331.81,108343
7e96ed50-988e-9939-32d2-728147e84491,1977-08-14,,999-59-6386,S99997530,X20284171X,Mr.,Milo271,Dewayne363,Kuhic920,,,M,white,nonhispanic,M,Easton  Massachusetts  US,328 Langosh Landing,Gloucester,Massachusetts,Essex County,25009,1930,42.62660093829101,-70.64199761198635,110675.39,12375.41,121935
4f401b9d-4fe2-096f-4d69-e332e9a42860,2006-06-06,,999-26-5475,S99982125,,Mr.,Hugo693,Basil991,Abbott774,,,,white,hispanic,M,Boston  Massachusetts  US,979 Nicolas Gateway Apt 68,Norfolk,Massachusetts,Norfolk County,,0,42.135741005343135,-71.3690089152766,45411.67,6286.73,949328
31181556-0638-ee01-898c-137b8811c8f0,1971-03-08,,999-96-7590,S99977301,X37905043X,Mr.,Willie882,,Schuppe920,,,M,white,nonhispanic,M,Saugus  Massachusetts  US,555 Ebert Flat Apt 62,Winchester,Massachusetts,Middlesex County,25017,1890,42.49991649802004,-71.14517727849882,122594.39,214403.23,415749
506b97a0-2df2-94a5-4a29-d29502c0abb9,1978-07-01,,999-38-4176,S99953716,X66173647X,Mr.,Darnell564,Isaac321,Nader710,,,S,white,nonhispanic,M,Falmouth  Massachusetts  US,937 Fahey Throughway,Wellesley,Massachusetts,Norfolk County,25021,2457,42.318951806205575,-71.2700036513,7923.84,111942.45,16251
410bd32c-d311-cb8b-e270-92d27a9d46f3,1973-05-25,,999-32-4469,S99945996,X41862535X,Mr.,Efren426,Mitch821,Bernier607,,,M,black,nonhispanic,M,Lowell  Massachusetts  US,187 Kub Spur Apt 87,Hull,Massachusetts,Plymouth County,25023,2045,42.32635383132358,-70.9131554458761,138592.17,144582.26,74579
3aa1cd88-816f-350d-c87d-ce32f40d2adc,1970-05-21,2019-11-23,999-71-5734,S99914888,X32082657X,Ms.,Hanna456,Rutha66,Wolf938,,,S,white,nonhispanic,F,Framingham  Massachusetts  US,860 Spencer Landing,Mattapoisett Center,Massachusetts,Plymouth County,,0,41.635010090215765,-70.81316873150777,322193.33,67578.35,82563
68e9d3b1-a2a6-7ca2-9314-9b3b0eab173a,1964-01-10,2014-07-11,999-31-5622,S99991645,X21474824X,Mrs.,Krystle484,Augustine565,Sanford861,,Kshlerin58,M,white,nonhispanic,F,Abington  Massachusetts  US,678 Gerlach Extension,Carver,Massachusetts,Plymouth County,,0,41.85705325285099,-70.72512165770645,684530.46,194602.73,46435
a3140a22-1f83-9586-45c9-60835b86e1ce,1969-11-20,,999-12-8241,S99961065,X33347500X,Mr.,Frederic454,Wilton999,Wilkinson796,,,M,black,nonhispanic,M,Boston  Massachusetts  US,671 Olson Drive,Newburyport,Massachusetts,Essex County,25009,1951,42.85346935185869,-70.85418414679336,113516.75,252624.57,561836
a815a2b8-536f-6483-9288-25efbe832e80,1951-02-14,,999-16-5347,S99953041,X52631283X,Mrs.,Nicol381,,Schneider199,,Dicki44,M,white,nonhispanic,F,Lunenburg  Massachusetts  US,808 Lueilwitz Vista Suite 72,Chicopee,Massachusetts,Hampden County,25013,1020,42.191424251621314,-72.52846945405884,853627.63,477634.3,38886
6a950861-d0a1-f46b-690a-4ec94a0a2698,1949-02-18,2023-02-20,999-75-8985,S99938570,X28244198X,Mrs.,Timika369,Kristi306,Nicolas769,,Bechtelar572,D,white,nonhispanic,F,Nantucket  Massachusetts  US,562 Kuphal Vale,Cambridge,Massachusetts,Middlesex County,25017,2140,42.36591313030396,-71.1394948300097,347518.54,852934.18,137667
5fd2f0d4-4671-4c65-b8f2-a08d7d7ccbf6,1957-05-22,,999-40-6186,S99967106,X34900797X,Mr.,Arthur650,Leonel449,Boehm581,,,M,white,hispanic,M,Medford  Massachusetts  US,1018 Lakin Bridge Apt 70,Salem,Massachusetts,Essex County,25009,1970,42.49201509522065,-70.87642108441891,200969.9,85638.48,62680
af345c74-a703-51f8-c50d-df9f41ff6686,1971-04-21,,999-50-1826,S99943589,X74525994X,Mr.,Julio255,Jesús825,Almaraz628,,,M,white,hispanic,M,San Jose  San Jose  CR,280 Lang Trace,Charlton,Massachusetts,Worcester County,,0,42.16275000819944,-72.00785654741198,142658.01,31396.49,138072
b81e3429-ab56-5320-24d9-de81896646c6,1964-08-20,2025-01-06,999-98-9007,S99942470,X52933218X,Mrs.,Giselle809,Vivien121,Dooley940,,Spinka232,W,white,nonhispanic,F,Bridgewater  Massachusetts  US,696 D'Amore Haven Unit 73,Winchendon,Massachusetts,Worcester County,25027,1475,42.636758851907125,-72.0298671013375,785220.33,759975.72,82243
f5e3169f-444a-df3e-77ca-97210088e46f,1969-07-05,,999-65-2914,S99991969,X40616403X,Mrs.,Hanh683,,Tromp100,,Dickinson688,M,asian,nonhispanic,F,Stoneham  Massachusetts  US,1006 Armstrong Highlands Unit 89,Westford,Massachusetts,Middlesex County,,0,42.547714524478955,-71.4349221030512,254183.58,757615.18,158593
b0604b0a-fce2-5ac0-48f3-011c094c25d9,1985-03-29,,999-20-1795,S99943030,X88257362X,Mr.,Rickie717,Willard975,Cronin387,,,D,white,nonhispanic,M,Worcester  Massachusetts  US,1051 Schuppe Quay Unit 83,Stoughton,Massachusetts,Norfolk County,,0,42.078797983921504,-71.07817494742585,97721.93,652498.27,144660
09b5bd20-6028-58fc-d59f-e6e0c21e5019,1964-02-22,,999-20-3212,S99998213,X26653462X,Mr.,Ricky354,Luis923,Lynch190,,,S,white,nonhispanic,M,Grafton  Massachusetts  US,892 Kertzmann Trace Suite 39,Chicopee,Massachusetts,Hampden County,25013,1020,42.11447098788235,-72.56043479073826,210301.02,59032.45,133995
f7273b01-36ed-b1d1-f8f5-5a5efb4d5a8d,1918-12-28,2006-01-26,999-31-5496,S99968273,X83380247X,Mr.,Hilton264,Dominique369,Goldner995,,,M,white,nonhispanic,M,Bridgewater  Massachusetts  US,346 Turner Key,Grafton,Massachusetts,Worcester County,,0,42.195866659886605,-71.67982643634856,49815.31,4337840.63,11024
f0e35621-22ee-cfe2-67f4-d5964259e758,1944-12-03,,999-76-9622,S99984309,X15155799X,Mrs.,Natalie960,Tisha655,Kuhic920,,Feest103,D,black,nonhispanic,F,Middleborough Center  Massachusetts  US,711 Schimmel Burg,Boston,Massachusetts,Suffolk County,25025,2199,42.277942872238505,-71.14309087454014,680392.39,150695.84,104888
418bc5ad-e0e7-8705-19fd-d6cfef98b7f4,1958-07-15,,999-44-3473,S99970218,X86167384X,Mrs.,Guadalupe206,Sau887,Bednar518,,Sanford861,D,white,nonhispanic,F,Hudson  Massachusetts  US,1017 Ullrich Divide Suite 13,Winthrop,Massachusetts,Suffolk County,25025,2128,42.33687879891657,-70.9912548144171,619257.09,238590.22,39577
30b4aac9-b28c-60bf-24a4-9e351a9223d7,1965-04-04,,999-53-4089,S99960284,X64118613X,Mrs.,Stasia733,Danica886,Kling921,,Aufderhar910,M,black,hispanic,F,Wellesley  Massachusetts  US,331 Emard Union Apt 11,Revere,Massachusetts,Suffolk County,25025,2151,42.457230620131746,-70.96373949110622,21483.57,1117962.64,70178
10c4c312-6a64-db50-c92b-f46300668710,1943-10-17,,999-90-7827,S99950834,X20059264X,Mr.,Noel608,Enoch803,Upton904,,,W,white,nonhispanic,M,West Boylston  Massachusetts  US,717 Grimes Junction,Littleton,Massachusetts,Middlesex County,,0,42.491615066401714,-71.4558129294162,170030.65,857635.35,885674
752c1113-3d9d-45e2-1a7c-95f5f1c476cf,1961-01-28,,999-51-4858,S99972872,X26706049X,Mr.,Monte325,Vicente970,Lubowitz58,,,M,white,nonhispanic,M,Boston  Massachusetts  US,560 Kuphal Wall Unit 89,Worcester,Massachusetts,Worcester County,25027,1605,42.22883703281606,-71.77728664261963,19632.83,258777.06,16357
92b6cd40-05bc-7c9b-57ef-195ff0cfb808,1929-07-29,2017-07-04,999-29-9857,S99972238,X74545021X,Mr.,Demarcus108,Rigoberto443,Olson653,,,S,white,nonhispanic,M,Boston  Massachusetts  US,502 Labadie Crossing,Mashpee,Massachusetts,Barnstable County,,0,41.57316462754444,-70.46857408731898,214404.19,301023.19,120691
06255431-3f89-ff94-208a-f7927a98f9cf,1971-11-18,,999-54-4937,S99963500,X52977030X,Mrs.,Bev675,,Monahan736,MD,Ebert178,M,white,nonhispanic,F,New Bedford  Massachusetts  US,114 Rohan Grove,Stoneham,Massachusetts,Middlesex County,25017,2180,42.488573632124506,-71.1100745221385,30162.03,1018863.65,197689
9d5908cb-2ca2-afce-f13b-980b94db4a5b,1969-09-27,,999-34-5183,S99943634,X13393326X,Mrs.,Elenora790,,Yost751,,Glover433,M,white,nonhispanic,F,Greenfield  Massachusetts  US,161 Lynch Approach,Reading,Massachusetts,Middlesex County,25017,1801,42.57316167908491,-71.06004747850777,366890.41,1103656.25,153479
4c198015-9290-62eb-75bf-731965f5a6b5,1968-06-01,,999-54-9605,S99940169,X5386830X,Mrs.,Alexandra16,Katlyn29,Beier427,,Schmidt332,D,white,nonhispanic,F,Hingham  Massachusetts  US,552 Swift Parade,Auburn,Massachusetts,Worcester County,,0,42.15250156991942,-71.86164169725599,20593.46,1279806.46,21163
6718aa07-d67e-d4f3-bbc8-7433277f998e,1973-05-28,,999-93-6653,S99987902,X208454X,Mrs.,Mistie167,Cherryl901,Olson653,,Batz141,M,asian,nonhispanic,F,Mattapoisett Center  Massachusetts  US,917 Abernathy Wall Suite 76,Worcester,Massachusetts,Worcester County,25027,1602,42.232507014278546,-71.80918569813856,1090344.95,226631.94,86477
122aed9d-39c3-80a4-f8b2-40a5bf40c170,1971-04-29,,999-94-1576,S99967159,X13982889X,Mr.,Morris740,Casey401,Koss676,,,M,white,nonhispanic,M,South Amherst  Massachusetts  US,504 Johns Esplanade Unit 0,Lynn,Massachusetts,Essex County,25009,1904,42.479161769694784,-70.95868941219283,119686.67,12990.57,125464
f5a48847-bebd-bd3c-c696-35ce43e7c55f,1973-04-21,2018-10-11,999-69-7983,S99983725,X18998463X,Mr.,Ignacio928,,Rivero165,,,M,white,hispanic,M,Roseau  Saint George  DM,665 Upton Overpass Unit 94,Lynn,Massachusetts,Essex County,25009,1906,42.47500654143799,-70.96500798444316,241297.43,14314.72,43677
002fdfbc-e154-a0af-bc40-2d4b7b0c6015,1944-04-28,,999-40-7675,S99995669,X16838906X,Mrs.,Rita460,Ursula220,Hammes673,,Marquardt819,M,white,nonhispanic,F,Lynn  Massachusetts  US,787 Ebert Passage,Everett,Massachusetts,Middlesex County,25017,2148,42.39796650780087,-71.10103312258711,320903.71,1402506.77,32311
d2a789ed-33f4-0559-c280-c74f51de37a0,1965-01-24,,999-49-1775,S99954695,X67832188X,Mr.,Bernie827,Ezra452,Welch179,,,M,white,nonhispanic,M,Mattapoisett Center  Massachusetts  US,141 Mann Avenue Unit 62,Salem,Massachusetts,Essex County,25009,1907,42.501421645305186,-70.91027082606084,201432.53,42841.39,69244
3fb0868a-1fa7-14bd-505d-b6758fdbdc35,1917-12-31,1988-01-23,999-51-8351,S99997622,X16851818X,Mrs.,Sandy901,,Tremblay80,,Glover433,M,white,nonhispanic,F,Brockton  Massachusetts  US,737 Cassin Ramp Suite 10,Sunderland,Massachusetts,Franklin County,,0,42.49771897348167,-72.5432591401632,748732.65,188435.21,45665
cbb58a17-1cf8-42f9-8e0f-d37736cbd5ee,1973-08-19,,999-68-6091,S99938656,X34167956X,Mr.,Herb645,Kelley882,Barton704,,,M,white,hispanic,M,Weymouth  Massachusetts  US,757 Rice Bridge Unit 49,Plymouth,Massachusetts,Plymouth County,25023,2360,41.83652612464186,-70.67526311221626,9894.06,270414.77,12487
5df3c2b4-ce63-d263-b678-e2d0ff6682a7,1974-03-03,,999-62-6469,S99936185,X83765839X,Mrs.,Ernestine645,Chung121,Torp761,,Deckow585,D,white,nonhispanic,F,Marseille  Provence-Alpes-Cote d'Azur  FR,437 Wolf Burg Suite 14,Norwood,Massachusetts,Norfolk County,25021,2090,42.23270673401352,-71.21659001231349,693708.29,321450.21,96919
31caa39c-abf4-f54f-33bf-832bb07e227a,1982-07-08,,999-71-1184,S99916965,X58288330X,Mr.,Juan88,Pablo44,Berge125,,,M,white,nonhispanic,M,Wayland  Massachusetts  US,633 Keebler Rapid Apt 68,Lawrence,Massachusetts,Essex County,25009,1841,42.70756802923094,-71.20127366971033,118428.45,169278.31,32259
8ee7ff03-3bc1-12ab-628b-d0d4ed9799df,1969-08-09,,999-33-4743,S99929799,X5368965X,Mr.,Van763,Coy949,Gleichner915,,,M,native,nonhispanic,M,Arlington  Massachusetts  US,780 Collier Union Suite 54,Malden,Massachusetts,Middlesex County,25017,2155,42.37457028199266,-71.14335185768422,105316.66,36519.7,38978
475dff7c-2725-1a98-65be-a1bfbbed64ab,1994-09-09,,999-76-2094,S99931496,X21307272X,Mrs.,Ilona639,,Cassin499,,Graham902,M,white,nonhispanic,F,New Bedford  Massachusetts  US,148 Spinka Bridge Apt 57,Somerville,Massachusetts,Middlesex County,25017,2155,42.4021926177341,-71.10629299029462,11609.69,744987.99,6980
2be3ddd7-7a6c-a93c-5424-8a1cbb90589b,1965-03-18,,999-91-2036,S99924166,X78161620X,Mrs.,Edra310,,Hammes673,,Raynor401,M,white,nonhispanic,F,Boston  Massachusetts  US,833 Anderson Way Unit 85,Spencer,Massachusetts,Worcester County,25027,1562,42.251131718004615,-71.9901654473958,224522.29,1598842.88,183390
56ea5664-5a1b-2e1e-fc56-37e844a45155,1990-02-16,,999-21-9626,S99987114,X33678107X,Mr.,Laverne101,,Keeling57,,,M,white,nonhispanic,M,Gloucester  Massachusetts  US,712 Stark Pathway,Newton,Massachusetts,Middlesex County,25017,2465,42.308901631123724,-71.25432534093227,86145.68,23212.04,164425
e47e2141-adc3-90e1-4968-12044e20b4ea,1960-11-28,,999-99-3442,S99912088,X54864377X,Mrs.,Cassey386,Shea825,Abbott774,,Runolfsdottir785,D,white,nonhispanic,F,Florida  Massachusetts  US,1075 Rippin Dale Apt 45,Sandwich,Massachusetts,Barnstable County,25001,2563,41.706329398527416,-70.4787555709236,505829.65,134895.06,91983
f5de22ff-e2d8-e4af-83ae-d5c903d25c84,1979-06-27,,999-70-7544,S99978180,X3039204X,Mr.,Troy560,Jamie386,Toy286,,,M,white,nonhispanic,M,Winchester  Massachusetts  US,801 Schmitt Viaduct,Walpole,Massachusetts,Norfolk County,25021,2081,42.15438539698623,-71.23926887240901,102798.26,23342.25,60392
c92ac2dc-c682-5c50-dc1b-3c98875943be,1987-09-19,,999-69-9175,S99927752,X61116615X,Mrs.,Coreen424,Robbin22,Gulgowski816,,Greenfelder433,D,native,nonhispanic,F,Raynham  Massachusetts  US,890 Doyle Ferry Unit 20,Wayland,Massachusetts,Middlesex County,,0,42.381473803042695,-71.40334840102093,206303.06,563228.82,59589
96297df0-4272-c0dd-c535-85e11e61fa17,1966-01-23,,999-34-7708,S99915926,X54074781X,Mrs.,Sacha430,Johanne551,Kuvalis369,,Donnelly343,W,white,nonhispanic,F,Boston  Massachusetts  US,390 Schroeder Trail Suite 27,Salem,Massachusetts,Essex County,25009,1907,42.51653012155806,-70.93892485484908,286887.34,380208.21,139408
b563010b-e9b6-8d20-b795-7f4d60adea37,1947-11-20,,999-93-2321,S99941468,X5083848X,Ms.,Earlie274,Genevive999,Harber290,,,S,white,nonhispanic,F,Framingham  Massachusetts  US,1088 Lubowitz Skyway,Fall River,Massachusetts,Bristol County,25005,2723,41.70056067092226,-70.9986341723173,816988.63,578772.73,58903
e4af32df-e6ca-979f-15bf-39c6a10162c3,1915-09-22,2010-03-19,999-42-8616,S99963945,X68770754X,Mr.,Chet188,Cody889,Jast432,,,S,white,hispanic,M,Northbridge  Massachusetts  US,1041 Thompson Brook Apt 17,Lexington,Massachusetts,Middlesex County,25017,2421,42.480816274783976,-71.27242532289931,233324.76,698427.67,64791
d973c77d-73ef-34fb-e280-b1e6b7caa387,1964-08-07,2006-12-12,999-49-2519,S99988967,X71434838X,Mrs.,Laura391,Anitra287,Hand679,,Schmidt332,M,white,nonhispanic,F,Seekonk  Massachusetts  US,621 Cartwright Dale Apt 38,Rockland,Massachusetts,Plymouth County,,0,42.14690890264145,-70.86024553582631,13750.54,928117.23,23317
065310d6-5137-cfa7-c9c7-2a388c5d78f9,1953-12-29,,999-68-4343,S99934409,X74462490X,Mr.,Filiberto722,,Will178,,,M,white,nonhispanic,M,Seekonk  Massachusetts  US,189 Rippin Dale,Milton,Massachusetts,Norfolk County,25021,2186,42.19630307908065,-71.04991748712499,142690.39,95738.04,629729
47efaae8-38aa-f8de-5956-db9fbd937568,1955-04-19,,999-23-3257,S99993651,X49270433X,Mrs.,Amalia471,,Bechtelar572,,Bartoletti50,M,white,nonhispanic,F,Tewksbury  Massachusetts  US,732 Kshlerin Passage Suite 94,Bedford,Massachusetts,Middlesex County,25017,1730,42.50648471123295,-71.27041182559412,260212.47,509324.66,169082
2a9d0eb6-79a0-870f-857a-a10fd4db5c11,1939-05-13,2008-11-15,999-92-5624,S99940587,X59879260X,Mr.,Hugo693,,Goldner995,,,M,white,hispanic,M,Brockton  Massachusetts  US,182 Jacobi Route,Lexington,Massachusetts,Middlesex County,25017,2420,42.44816834169354,-71.191930291571,655185.8,2591868.4,64791
